num,data,char
1,0.054413,bad
2,0.038964,bad
3,-0.035354,bad
4,0.20102,bad
5,0.1542,bad
6,0.18071,bad
7,0.15519,bad
8,0.16117,bad
9,0.14435,bad
10,0.052891,bad
11,0.10392,bad
12,0.052058,bad
13,-0.028061,bad
14,-0.059155,bad
1,0.12124,good
2,0.091955,good
3,-0.010074,good
4,0.37937,good
5,0.292,good
6,0.3387,good
7,0.27793,good
8,0.26761,good
9,0.26081,good
10,0.13995,good
11,0.20027,good
12,0.13899,good
13,-0.043616,good
14,-0.066795,good
