1,0.21268
1,0.3233
1,0.72204
1,0.48251
1,0.6327
1,0.4144
1,0.43179
1,0.42708
1,0.2608
1,0.22781
1,0.56507
1,0.67389
1,0.38984
1,0.45565
1,0.47276
1,0.39024
1,0.14555
1,0.50712
1,0.71075
1,0.5693
1,0.45398
1,0.41943
1,0.4565
1,0.19606
1,0.43352
1,0.63221
1,0.61982
1,0.67135
1,0.21702
1,0.4438
1,0.3671
1,0.19835
1,0.54458
1,0.56902
1,0.59174
1,0.6661
1,0.92552
1,0.5071
1,0.35458
1,0.24539
1,0.23819
1,0.38219
1,0.35262
1,0.24141
1,0.17688
1,0.17698
1,0.2061
1,0.4481
1,0.18995
1,0.10359
1,0.33131
1,0.29905
1,0.41589
1,0.34148
1,0.47494
1,0.40411
1,0.39191
1,0.44674
1,0.67503
1,0.52598
1,0.39257
1,0.36535
1,0.43273
1,0.56815
1,0.5354
1,0.39646
1,0.46781
1,0.25057
1,0.44339
1,0.60663
1,0.65159
1,0.52858
1,0.77771
1,0.56287
1,0.66599
1,0.5747
1,0.82477
1,0.62576
1,0.55394
1,0.73227
1,0.45831
1,0.70431
1,0.8333
1,0.30889
1,0.53409
1,0.57473
1,0.73225
1,0.53037
1,0.60753
1,0.62817
1,0.74547
1,0.69619
1,0.20435
1,0.31615
1,0.32827
1,0.18294
1,0.35233
1,0.43238
1,0.52746
1,0.44814
1,0.38205
1,0.17042
1,0.20223
1,0.47579
1,0.11751
1,0.47285
1,0.23499
1,0.093343
1,0.049037
1,0.16152
1,0.77149
1,0.82068
1,0.81575
1,0.74684
1,0.61909
1,0.56553
1,0.77886
1,0.54793
1,0.56066
1,0.67989
1,0.5714
1,0.54878
1,0.57827
1,0.56524
1,0.56434
1,0.515
1,0.68763
1,0.73264
1,0.64675
1,0.82151
1,0.55808
1,0.71079
1,0.71454
1,0.76973
1,0.73211
1,0.71981
1,0.49962
1,0.42233
1,0.82249
1,0.88336
1,0.80592
1,0.8914
1,0.75807
1,0.75986
1,0.60794
1,0.64581
1,0.61033
1,0.65807
1,0.37851
1,0.91488
1,0.43556
1,0.92131
1,0.55275
1,0.81454
1,0.69755
1,0.49553
1,0.48484
1,0.95498
1,0.65485
1,0.56289
1,0.61396
1,0.76428
1,0.75304
1,0.80011
1,0.64707
1,0.6425
1,0.61408
1,0.60096
1,0.21368
1,0.22942
1,0.64501
1,0.72991
1,0.4518
1,0.45356
1,0.59866
1,0.54362
1,0.48032
1,0.39139
1,0.52372
1,0.35345
1,0.44631
1,0.3863
1,0.72927
1,0.48119
1,0.39499
1,0.54276
1,0.76596
1,0.080688
1,0.24327
1,0.27711
1,0.68487
1,0.58338
1,0.565
1,0.22152
1,0.46338
1,0.54376
1,0.43877
1,0.24889
1,0.23658
1,0.28166
1,0.43922
1,0.36613
1,0.45605
1,0.5402
1,0.46005
1,0.45038
1,0.47958
1,0.28641
1,0.39543
1,0.45232
1,0.35336
1,0.3714
1,0.47987
1,0.42164
1,0.45981
1,0.36975
1,0.34568
1,0.3482
1,0.61778
1,0.49766
1,0.39509
1,0.35919
1,0.26616
1,0.69121
1,0.23901
1,0.15369
1,0.14743
1,0.22987
1,0.15563
1,0.39496
1,0.32408
1,0.32297
1,0.52993
1,0.75302
1,0.65892
1,0.37406
1,0.24466
1,0.90629
1,0.47664
1,0.47075
1,0.48265
1,0.48001
1,0.68064
1,0.35377
1,0.33876
1,0.37745
1,0.90575
1,0.38994
1,0.40345
1,0.69778
1,0.56686
1,0.5517
1,0.82321
1,0.66072
1,0.5661
1,0.58342
1,0.77564
1,0.57483
1,0.78421
1,0.7141
1,0.53203
1,0.75205
1,1.0074
1,0.92692
1,0.60483
1,0.49997
1,0.68888
1,0.58094
1,0.53256
1,0.67923
1,0.78721
1,0.74726
1,0.50187
1,0.64104
1,0.74981
1,0.72758
1,0.38993
1,0.17814
1,0.081392
1,0.30825
1,0.59833
1,0.18348
1,0.092501
1,0.61904
1,0.62528
1,0.69053
1,0.59835
1,0.31759
1,0.53592
1,0.5538
1,0.80314
1,0.67384
1,0.46214
1,0.81452
1,0.61771
1,0.55532
1,0.6913
1,0.54057
1,0.70969
1,0.34639
2,0.18541
2,0.38833
2,0.97346
2,0.75337
2,0.60375
2,0.65449
2,0.67538
2,0.82795
2,0.70846
2,0.56843
2,0.52014
2,0.36781
2,0.57088
2,0.40958
2,0.68836
2,0.7468
2,0.69737
2,0.68188
2,0.7101
2,0.42608
2,0.82045
2,0.68827
2,0.72321
2,0.30131
2,0.259
2,0.28672
2,0.3784
2,0.1886
2,0.2131
2,0.1831
2,0.47946
2,0.062405
2,0.19366
2,0.27375
2,0.35444
2,0.1652
2,0.10781
2,0.23834
2,0.035765
2,0.26394
2,0.56648
2,0.37659
2,0.39405
2,0.30493
2,0.20056
2,0.32522
2,0.16932
2,0.15806
2,0.27266
2,0.22954
2,0.40404
2,0.34132
2,0.38501
2,0.43832
2,0.5032
2,0.33562
2,0.53965
2,0.47365
2,0.64037
2,0.36254
2,0.36917
2,0.42735
2,0.44392
2,0.51307
2,0.44062
2,0.30187
2,0.56186
2,0.29221
2,0.5699
2,0.71057
2,0.82216
2,0.73567
2,0.71403
2,0.6136
2,0.69882
2,0.57374
2,0.8042
2,0.68196
2,0.35427
2,0.56065
2,0.5524
2,0.59051
2,0.83685
2,0.52603
2,0.51218
2,0.59536
2,0.57934
2,0.52988
2,0.4347
2,0.67997
2,0.73039
2,0.46071
2,0.25025
2,0.25193
2,0.29362
2,0.16939
2,0.25828
2,0.39757
2,0.51402
2,0.38662
2,0.27651
2,0.1464
2,0.22515
2,0.47863
2,0.13018
2,0.3179
2,0.2205
2,0.08685
2,0.045792
2,0.13309
2,0.37251
2,0.46099
2,0.62541
2,0.55866
2,0.48825
2,0.69468
2,0.40425
2,0.2761
2,0.53951
2,0.46572
2,0.46965
2,0.4727
2,0.49525
2,0.26374
2,0.6353
2,0.84443
2,0.60448
2,0.55691
2,0.8798
2,0.7937
2,0.64766
2,0.75632
2,0.59539
2,0.7658
2,0.847
2,0.74714
2,0.76764
2,0.71003
2,0.65722
2,0.89443
2,0.71245
2,0.98012
2,0.66586
2,0.84187
2,0.71808
2,0.83949
2,0.76389
2,0.97051
2,0.62802
2,0.92258
2,0.88454
2,0.73659
2,0.80181
2,0.57402
2,0.69048
2,0.569
2,0.63731
2,0.7837
2,0.58984
2,0.57465
2,0.62002
2,0.53123
2,0.6073
2,0.78597
2,0.56034
2,0.64955
2,0.60116
2,0.41999
2,0.18923
2,0.19892
2,0.69562
2,0.82868
2,0.83173
2,0.86419
2,0.78601
2,0.81637
2,0.55494
2,0.66057
2,0.84897
2,0.85127
2,0.77969
2,0.82753
2,0.87476
2,0.94695
2,1.1021
2,0.33579
2,0.70075
2,0.35701
2,0.73001
2,0.47361
2,0.32028
2,0.54526
2,0.63883
2,0.3032
2,0.4401
2,0.41376
2,0.6147
2,0.22912
2,0.72123
2,0.3983
2,0.76969
2,0.60936
2,0.74679
2,0.41257
2,0.66301
2,0.63582
2,0.68426
2,0.74164
2,0.59362
2,0.6715
2,0.6165
2,0.54029
2,0.67281
2,0.65223
2,0.68125
2,0.41519
2,0.63286
2,0.3531
2,0.61258
2,0.58708
2,0.46986
2,0.42835
2,0.40291
2,0.76767
2,0.32012
2,0.45185
2,0.76563
2,0.21159
2,0.21254
2,0.55789
2,0.61989
2,0.48819
2,0.55472
2,0.77552
2,0.47405
2,0.74933
2,0.51334
2,0.533
2,0.55724
2,0.48569
2,0.39677
2,0.71424
2,0.67937
2,0.51655
2,0.82151
2,0.72478
2,0.81363
2,0.52183
2,0.27297
2,0.44773
2,0.48197
2,0.34404
2,1.0119
2,0.54673
2,0.57045
2,0.47461
2,0.72218
2,0.50516
2,0.55392
2,0.4703
2,0.57377
2,0.93814
2,0.71445
2,0.76007
2,0.48302
2,0.47437
2,0.6039
2,0.73686
2,0.46306
2,0.79192
2,0.85086
2,0.55935
2,0.45542
2,0.68893
2,0.59942
2,0.65583
2,0.61674
2,0.15467
2,0.059681
2,0.19041
2,0.86036
2,0.18485
2,0.084097
2,0.61547
2,0.3464
2,0.7908
2,0.18661
2,0.080384
2,0.2631
2,0.092796
2,0.055468
2,0.084232
2,0.11547
2,0.17891
2,0.12981
2,0.28504
2,0.13304
2,0.27391
2,0.34756
2,0.026415
3,0.53322
3,0.30425
3,0.31487
3,0.33248
3,0.22921
3,0.30829
3,0.31849
3,0.20703
3,0.17993
3,0.19147
3,0.54441
3,0.27366
3,0.34693
3,0.31055
3,0.2213
3,0.20036
3,0.255
3,0.71841
3,0.62415
3,0.50504
3,0.55072
3,0.20962
3,0.49294
3,0.73429
3,0.45152
