num,data,char
1,0.20112,ly
1,0.29386,ly
1,0.62188,ly
1,0.29967,ly
1,0.89183,ly
1,0.72,ly
1,0.33447,ly
1,0.55912,ly
1,0.43011,ly
1,0.38537,ly
1,0.74134,ly
1,0.58835,ly
1,0.18985,ly
1,0.6338,ly
1,0.6805,ly
1,0.25463,ly
1,0.41682,ly
1,0.71463,ly
1,0.57066,ly
1,0.40532,ly
1,0.38718,ly
1,0.30343,ly
1,0.61878,ly
1,0.12202,ly
1,0.41348,ly
1,0.57563,ly
1,0.40217,ly
1,0.57894,ly
1,0.25125,ly
1,0.49186,ly
1,0.59352,ly
1,0.17039,ly
1,0.43788,ly
1,0.61952,ly
1,0.85835,ly
1,0.82461,ly
1,1.0081,ly
1,0.27387,ly
1,0.22636,ly
1,0.1082,ly
1,0.16209,ly
1,0.17008,ly
1,0.15939,ly
1,0.10135,ly
1,0.10555,ly
1,0.11527,ly
1,0.067097,ly
1,0.19692,ly
1,0.070055,ly
1,0.043732,ly
1,0.14876,ly
1,0.098396,ly
1,0.17263,ly
1,0.26781,ly
1,0.1893,ly
1,0.15557,ly
1,0.12386,ly
1,0.12071,ly
1,0.43255,ly
1,0.34109,ly
1,0.21989,ly
1,0.10046,ly
1,0.18854,ly
1,0.49722,ly
1,0.31411,ly
1,0.18616,ly
1,0.19955,ly
1,0.13666,ly
1,0.28705,ly
1,0.46866,ly
1,0.69601,ly
1,0.31964,ly
1,0.75696,ly
1,0.46274,ly
1,0.3963,ly
1,0.67522,ly
1,0.6143,ly
1,0.611,ly
1,0.24519,ly
1,0.52865,ly
1,0.51278,ly
1,0.65528,ly
1,0.37884,ly
1,0.76887,ly
1,0.38003,ly
1,0.48146,ly
1,0.46734,ly
1,0.66485,ly
1,0.54797,ly
1,0.56005,ly
1,0.81115,ly
1,0.83168,ly
1,0.12698,ly
1,0.29262,ly
1,0.23373,ly
1,0.16477,ly
1,0.19019,ly
1,0.25543,ly
1,0.25169,ly
1,0.2036,ly
1,0.24437,ly
1,0.14688,ly
1,0.14833,ly
1,0.37026,ly
1,0.11495,ly
1,0.34704,ly
1,0.19432,ly
1,0.13532,ly
1,0.040927,ly
1,0.1362,ly
1,0.7832,ly
1,1.05,ly
1,0.60164,ly
1,0.70517,ly
1,0.51605,ly
1,0.50093,ly
